index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;11;22;1;S
1;o;0;0;14;22;1;S
2;o;1;0;20;22;1;S
3;o;0;0;16;22;1;S
4;o;0;0;5;22;1;S
5;o;1;0;20;22;1;S
6;o;1;0;13;22;1;S
7;o;0;0;9;22;1;S
8;o;0;0;16;22;1;S
9;o;0;0;10;22;1;S
10;o;1;0;17;22;1;S
11;o;1;0;3;22;1;S
12;o;0;0;6;22;1;S
13;o;1;0;11;22;2;M
14;o;1;0;3;22;2;M
15;o;1;0;3;22;2;M
16;o;0;0;8;22;2;M
17;o;0;0;15;22;2;M
18;o;0;0;16;22;2;M
19;o;1;0;11;22;2;M
20;o;1;0;8;22;2;M
21;o;1;0;5;22;2;M
22;o;1;0;18;22;2;M
23;o;1;0;5;22;2;M
24;o;0;0;14;22;2;M
25;o;0;0;15;22;2;M
26;o;0;0;9;22;3;L
27;o;0;0;11;22;3;L
28;o;1;0;2;22;3;L
29;o;1;0;10;22;3;L
30;o;0;0;7;22;3;L
31;o;0;0;21;22;3;L
32;o;1;0;9;22;3;L
33;o;1;0;7;22;3;L
34;o;0;0;11;22;3;L
35;o;0;0;20;22;3;L
36;o;0;0;3;22;3;L
37;o;1;0;17;22;3;L
38;i;8;0;1;22;1;S
39;i;11;0;1;22;1;S
40;i;11;0;1;22;1;S
41;i;14;0;1;22;1;S
42;i;8;0;1;22;1;S
43;i;5;0;1;22;1;S
44;i;16;0;0;22;1;S
45;i;21;0;1;22;1;S
46;i;15;0;0;22;1;S
47;i;4;0;1;22;1;S
48;i;2;0;1;22;1;S
49;i;21;0;0;22;1;S
50;i;20;0;0;22;1;S
51;i;5;0;1;22;1;S
52;i;17;0;0;22;1;S
53;i;13;0;1;22;1;S
54;i;9;0;0;22;1;S
55;i;7;0;1;22;1;S
56;i;4;0;0;22;1;S
57;i;10;0;1;22;1;S
58;i;12;0;1;22;1;S
59;i;11;0;0;22;1;S
60;i;7;0;0;22;1;S
61;i;2;0;1;22;1;S
62;i;18;0;0;22;1;S
63;i;20;0;0;22;1;S
64;i;3;0;1;22;1;S
65;i;20;0;1;22;1;S
66;i;7;0;1;22;1;S
67;i;3;0;1;22;1;S
68;i;9;0;1;22;1;S
69;i;12;0;0;22;1;S
70;i;5;0;1;22;1;S
71;i;20;0;1;22;1;S
72;i;3;0;1;22;1;S
73;i;2;0;0;22;1;S
74;i;11;0;1;22;1;S
75;i;17;0;1;22;1;S
76;i;17;0;0;22;2;M
77;i;2;0;1;22;2;M
78;i;8;0;1;22;2;M
79;i;20;0;0;22;2;M
80;i;20;0;0;22;2;M
81;i;11;0;0;22;2;M
82;i;7;0;1;22;2;M
83;i;16;0;0;22;2;M
84;i;8;0;0;22;2;M
85;i;2;0;1;22;2;M
86;i;12;0;1;22;2;M
87;i;4;0;0;22;2;M
88;i;12;0;1;22;2;M
89;i;20;0;0;22;2;M
90;i;19;0;0;22;2;M
91;i;16;0;0;22;2;M
92;i;5;0;0;22;2;M
93;i;8;0;0;22;2;M
94;i;9;0;1;22;2;M
95;i;10;0;0;22;2;M
96;i;20;0;1;22;2;M
97;i;8;0;0;22;2;M
98;i;7;0;1;22;2;M
99;i;4;0;0;22;2;M
100;i;14;0;0;22;2;M
101;i;4;0;1;22;2;M
102;i;16;0;1;22;2;M
103;i;18;0;0;22;2;M
104;i;19;0;1;22;2;M
105;i;16;0;0;22;2;M
106;i;10;0;0;22;2;M
107;i;14;0;0;22;2;M
108;i;16;0;0;22;2;M
109;i;9;0;0;22;2;M
110;i;9;0;1;22;2;M
111;i;17;0;1;22;2;M
112;i;18;0;0;22;2;M
113;i;5;0;1;22;3;L
114;i;17;0;1;22;3;L
115;i;16;0;0;22;3;L
116;i;13;0;0;22;3;L
117;i;16;0;1;22;3;L
118;i;15;0;1;22;3;L
119;i;4;0;1;22;3;L
120;i;7;0;1;22;3;L
121;i;5;0;1;22;3;L
122;i;19;0;1;22;3;L
123;i;11;0;1;22;3;L
124;i;5;0;0;22;3;L
125;i;7;0;0;22;3;L
126;i;14;0;1;22;3;L
127;i;2;0;1;22;3;L
128;i;17;0;0;22;3;L
129;i;14;0;1;22;3;L
130;i;7;0;0;22;3;L
131;i;17;0;0;22;3;L
132;i;5;0;0;22;3;L
133;i;11;0;1;22;3;L
134;i;13;0;1;22;3;L
135;i;9;0;0;22;3;L
136;i;16;0;1;22;3;L
137;i;11;0;1;22;3;L
138;i;14;0;0;22;3;L
139;i;9;0;1;22;3;L
140;i;6;0;0;22;3;L
141;i;6;0;1;22;3;L
142;i;13;0;1;22;3;L
143;i;20;0;0;22;3;L
144;i;8;0;1;22;3;L
145;i;10;0;0;22;3;L
146;i;2;0;1;22;3;L
147;i;18;0;0;22;3;L
148;i;11;0;0;22;3;L
149;i;7;0;1;22;3;L
