index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;4;22;1;S
1;o;0;0;3;22;1;S
2;o;0;0;18;22;1;S
3;o;0;0;1;22;1;S
4;o;0;0;20;22;1;S
5;o;0;0;8;22;1;S
6;o;0;0;7;22;1;S
7;o;0;0;6;22;1;S
8;o;0;0;4;22;1;S
9;o;0;0;3;22;2;M
10;o;0;0;5;22;2;M
11;o;0;0;8;22;2;M
12;o;0;0;7;22;2;M
13;o;0;0;3;22;2;M
14;o;0;0;15;22;2;M
15;o;0;0;14;22;2;M
16;o;0;0;15;22;2;M
17;o;0;0;18;22;3;L
18;o;0;0;8;22;3;L
19;o;0;0;10;22;3;L
20;o;0;0;2;22;3;L
21;o;0;0;16;22;3;L
22;o;0;0;17;22;3;L
23;o;0;0;11;22;3;L
24;o;0;0;16;22;3;L
25;i;2;0;0;22;1;S
26;i;9;0;0;22;1;S
27;i;6;0;0;22;1;S
28;i;3;0;0;22;1;S
29;i;11;0;0;22;1;S
30;i;9;0;0;22;1;S
31;i;8;0;0;22;1;S
32;i;6;0;0;22;1;S
33;i;1;0;0;22;1;S
34;i;17;0;0;22;1;S
35;i;7;0;0;22;1;S
36;i;13;0;0;22;1;S
37;i;17;0;0;22;1;S
38;i;9;0;0;22;1;S
39;i;18;0;0;22;1;S
40;i;2;0;0;22;1;S
41;i;14;0;0;22;1;S
42;i;13;0;0;22;1;S
43;i;6;0;0;22;1;S
44;i;5;0;0;22;1;S
45;i;2;0;0;22;1;S
46;i;2;0;0;22;1;S
47;i;3;0;0;22;1;S
48;i;7;0;0;22;1;S
49;i;17;0;0;22;1;S
50;i;20;0;0;22;2;M
51;i;18;0;0;22;2;M
52;i;18;0;0;22;2;M
53;i;5;0;0;22;2;M
54;i;6;0;0;22;2;M
55;i;16;0;0;22;2;M
56;i;14;0;0;22;2;M
57;i;14;0;0;22;2;M
58;i;16;0;0;22;2;M
59;i;3;0;0;22;2;M
60;i;2;0;0;22;2;M
61;i;4;0;0;22;2;M
62;i;17;0;0;22;2;M
63;i;9;0;0;22;2;M
64;i;13;0;0;22;2;M
65;i;18;0;0;22;2;M
66;i;11;0;0;22;2;M
67;i;3;0;0;22;2;M
68;i;1;0;0;22;2;M
69;i;5;0;0;22;2;M
70;i;10;0;0;22;2;M
71;i;6;0;0;22;2;M
72;i;17;0;0;22;2;M
73;i;5;0;0;22;2;M
74;i;14;0;0;22;2;M
75;i;14;0;0;22;3;L
76;i;3;0;0;22;3;L
77;i;11;0;0;22;3;L
78;i;6;0;0;22;3;L
79;i;10;0;0;22;3;L
80;i;8;0;0;22;3;L
81;i;3;0;0;22;3;L
82;i;18;0;0;22;3;L
83;i;8;0;0;22;3;L
84;i;7;0;0;22;3;L
85;i;12;0;0;22;3;L
86;i;11;0;0;22;3;L
87;i;17;0;0;22;3;L
88;i;12;0;0;22;3;L
89;i;15;0;0;22;3;L
90;i;14;0;0;22;3;L
91;i;15;0;0;22;3;L
92;i;6;0;0;22;3;L
93;i;15;0;0;22;3;L
94;i;10;0;0;22;3;L
95;i;13;0;0;22;3;L
96;i;18;0;0;22;3;L
97;i;20;0;0;22;3;L
98;i;1;0;0;22;3;L
99;i;15;0;0;22;3;L
