from_location;to_location;dist
0.0;0.0;0.0
0.0;1.0;9.453100000000001
0.0;2.0;8.1401
0.0;3.0;8.8245
0.0;4.0;9.148700000000002
0.0;5.0;7.7106
0.0;6.0;7.1682
0.0;7.0;6.767600000000001
0.0;8.0;5.1899
0.0;9.0;6.6951
0.0;10.0;8.751100000000001
0.0;11.0;6.5949
0.0;12.0;6.0651
0.0;13.0;5.709899999999999
0.0;14.0;8.9238
0.0;15.0;8.961799999999998
0.0;16.0;5.7011
0.0;17.0;6.5249
0.0;18.0;5.1297
0.0;19.0;5.8433
0.0;20.0;4.9912
0.0;21.0;8.8866
0.0;22.0;9.9869
0.0;23.0;14.26
0.0;24.0;1.376
0.0;25.0;10.0616
0.0;26.0;14.345600000000001
0.0;27.0;9.9133
0.0;28.0;10.8248
0.0;29.0;9.2847
0.0;30.0;2.8548
0.0;31.0;8.699399999999999
0.0;32.0;4.9911
0.0;33.0;12.3506
0.0;34.0;15.263200000000001
0.0;35.0;1.04
0.0;36.0;12.6448
0.0;37.0;13.423399999999999
0.0;38.0;3.9229000000000003
0.0;39.0;4.3184
0.0;40.0;1.8805999999999998
0.0;41.0;2.3548
1.0;0.0;11.030299999999999
1.0;1.0;0.0
1.0;2.0;3.6324
1.0;3.0;2.8937
1.0;4.0;2.4947
1.0;5.0;4.1239
1.0;6.0;4.6691
1.0;7.0;4.8152
1.0;8.0;3.9599
1.0;9.0;2.8362
1.0;10.0;1.9021
1.0;11.0;3.1494
1.0;12.0;3.4461
1.0;13.0;5.6423000000000005
1.0;14.0;0.6788
1.0;15.0;0.5534
1.0;16.0;5.753100000000001
1.0;17.0;3.7011999999999996
1.0;18.0;4.7984
1.0;19.0;5.9366
1.0;20.0;4.8717
1.0;21.0;5.9018999999999995
1.0;22.0;7.0022
1.0;23.0;3.9356999999999998
1.0;24.0;9.9903
1.0;25.0;7.076899999999999
1.0;26.0;4.158
1.0;27.0;6.2357
1.0;28.0;9.608
1.0;29.0;5.7668
1.0;30.0;7.1158
1.0;31.0;5.626
1.0;32.0;6.2845
1.0;33.0;8.672600000000001
1.0;34.0;6.8729
1.0;35.0;10.5065
1.0;36.0;8.966899999999999
1.0;37.0;7.8123000000000005
1.0;38.0;10.1692
1.0;39.0;8.9704
1.0;40.0;9.8587
1.0;41.0;13.9021
2.0;0.0;8.1605
2.0;1.0;3.6218000000000004
2.0;2.0;0.0
2.0;3.0;1.1628
2.0;4.0;1.487
2.0;5.0;1.3836
2.0;6.0;1.9287
2.0;7.0;2.3926999999999996
2.0;8.0;2.9663000000000004
2.0;9.0;3.0998
2.0;10.0;2.5648
2.0;11.0;3.413
2.0;12.0;3.7096999999999998
2.0;13.0;2.9019
2.0;14.0;3.0925
2.0;15.0;3.1305
2.0;16.0;3.0126999999999997
2.0;17.0;3.8255
2.0;18.0;3.9949
2.0;19.0;3.1961999999999997
2.0;20.0;4.0682
2.0;21.0;3.3303000000000003
2.0;22.0;4.4306
2.0;23.0;4.8384
2.0;24.0;7.1205
2.0;25.0;4.5053
2.0;26.0;5.0607
2.0;27.0;6.4148000000000005
2.0;28.0;5.4379
2.0;29.0;5.9459
2.0;30.0;6.074199999999999
2.0;31.0;5.8051
2.0;32.0;6.5482
2.0;33.0;6.0625
2.0;34.0;6.6081
2.0;35.0;7.636699999999999
2.0;36.0;6.3567
2.0;37.0;7.9914
2.0;38.0;7.2993999999999994
2.0;39.0;10.236600000000001
2.0;40.0;9.270700000000001
2.0;41.0;11.0323
3.0;0.0;9.4089
3.0;1.0;3.0286999999999997
3.0;2.0;2.1404
3.0;3.0;0.0
3.0;4.0;1.0027000000000001
3.0;5.0;2.632
3.0;6.0;3.1771
3.0;7.0;3.6411
3.0;8.0;3.045
3.0;9.0;3.6884
3.0;10.0;1.9717
3.0;11.0;4.0016
3.0;12.0;4.2983
3.0;13.0;4.1503000000000005
3.0;14.0;2.4993000000000003
3.0;15.0;2.5373
3.0;16.0;4.261100000000001
3.0;17.0;4.5535
3.0;18.0;4.0736
3.0;19.0;4.4446
3.0;20.0;4.1469
3.0;21.0;4.4098999999999995
3.0;22.0;5.5102
3.0;23.0;4.3595
3.0;24.0;8.3689
3.0;25.0;5.584899999999999
3.0;26.0;4.5818
3.0;27.0;7.087899999999999
3.0;28.0;7.1899
3.0;29.0;6.619
3.0;30.0;6.201
3.0;31.0;6.4782
3.0;32.0;7.136699999999999
3.0;33.0;6.2545
3.0;34.0;6.0696
3.0;35.0;8.8851
3.0;36.0;6.5488
3.0;37.0;8.6645
3.0;38.0;8.547799999999999
3.0;39.0;11.485
3.0;40.0;10.5191
3.0;41.0;12.280700000000001
4.0;0.0;9.4021
4.0;1.0;2.8194
4.0;2.0;2.1336
4.0;3.0;1.3949
4.0;4.0;0.0
4.0;5.0;2.6252
4.0;6.0;3.1703
4.0;7.0;3.6343
4.0;8.0;2.8356999999999997
4.0;9.0;3.6761999999999997
4.0;10.0;1.472
4.0;11.0;3.9894000000000003
4.0;12.0;4.2861
4.0;13.0;4.1435
4.0;14.0;2.29
4.0;15.0;2.328
4.0;16.0;4.2543
4.0;17.0;4.5412
4.0;18.0;3.8643
4.0;19.0;4.4378
4.0;20.0;3.9375999999999998
4.0;21.0;4.4031
4.0;22.0;5.5034
4.0;23.0;3.3792
4.0;24.0;8.3621
4.0;25.0;6.0601
4.0;26.0;3.6015
4.0;27.0;7.075699999999999
4.0;28.0;6.2151000000000005
4.0;29.0;6.6068
4.0;30.0;5.9917
4.0;31.0;6.466
4.0;32.0;7.1245
4.0;33.0;5.2797
4.0;34.0;5.0948
4.0;35.0;8.8783
4.0;36.0;5.574
4.0;37.0;8.652299999999999
4.0;38.0;8.541
4.0;39.0;11.478200000000001
4.0;40.0;10.5123
4.0;41.0;12.2739
5.0;0.0;8.1625
5.0;1.0;4.2595
