from_location;to_location;dist
0.0;0.0;0.0
0.0;1.0;8.1401
0.0;2.0;8.8245
0.0;3.0;9.148700000000002
0.0;4.0;7.7106
0.0;5.0;7.1682
0.0;6.0;6.767600000000001
0.0;7.0;5.1899
0.0;8.0;6.6951
0.0;9.0;8.751100000000001
0.0;10.0;6.5949
0.0;11.0;6.0651
0.0;12.0;5.709899999999999
0.0;13.0;8.9238
0.0;14.0;8.961799999999998
0.0;15.0;5.7011
0.0;16.0;6.5249
0.0;17.0;5.1297
0.0;18.0;5.8433
0.0;19.0;4.9912
0.0;20.0;8.8866
1.0;0.0;8.1605
1.0;1.0;0.0
1.0;2.0;1.1628
1.0;3.0;1.487
1.0;4.0;1.3836
1.0;5.0;1.9287
1.0;6.0;2.3926999999999996
1.0;7.0;2.9663000000000004
1.0;8.0;3.0998
1.0;9.0;2.5648
1.0;10.0;3.413
1.0;11.0;3.7096999999999998
1.0;12.0;2.9019
1.0;13.0;3.0925
1.0;14.0;3.1305
1.0;15.0;3.0126999999999997
1.0;16.0;3.8255
1.0;17.0;3.9949
1.0;18.0;3.1961999999999997
1.0;19.0;4.0682
1.0;20.0;3.3303000000000003
2.0;0.0;9.4089
2.0;1.0;2.1404
2.0;2.0;0.0
2.0;3.0;1.0027000000000001
2.0;4.0;2.632
2.0;5.0;3.1771
2.0;6.0;3.6411
2.0;7.0;3.045
2.0;8.0;3.6884
2.0;9.0;1.9717
2.0;10.0;4.0016
2.0;11.0;4.2983
2.0;12.0;4.1503000000000005
2.0;13.0;2.4993000000000003
2.0;14.0;2.5373
2.0;15.0;4.261100000000001
2.0;16.0;4.5535
2.0;17.0;4.0736
2.0;18.0;4.4446
2.0;19.0;4.1469
2.0;20.0;4.4098999999999995
3.0;0.0;9.4021
3.0;1.0;2.1336
3.0;2.0;1.3949
3.0;3.0;0.0
3.0;4.0;2.6252
3.0;5.0;3.1703
3.0;6.0;3.6343
3.0;7.0;2.8356999999999997
3.0;8.0;3.6761999999999997
3.0;9.0;1.472
3.0;10.0;3.9894000000000003
3.0;11.0;4.2861
3.0;12.0;4.1435
3.0;13.0;2.29
3.0;14.0;2.328
3.0;15.0;4.2543
3.0;16.0;4.5412
3.0;17.0;3.8643
3.0;18.0;4.4378
3.0;19.0;3.9375999999999998
3.0;20.0;4.4031
4.0;0.0;8.1625
4.0;1.0;1.3297999999999999
4.0;2.0;1.8005
4.0;3.0;2.1247
4.0;4.0;0.0
4.0;5.0;0.9741000000000001
4.0;6.0;2.3946
4.0;7.0;2.9682
4.0;8.0;3.1016999999999997
4.0;9.0;3.2025
4.0;10.0;3.415
4.0;11.0;3.7116
4.0;12.0;2.1079
4.0;13.0;3.7302
4.0;14.0;3.7681999999999998
4.0;15.0;3.0145999999999997
4.0;16.0;3.8274
4.0;17.0;3.9968000000000004
4.0;18.0;2.4021999999999997
4.0;19.0;4.0701
4.0;20.0;2.5855
5.0;0.0;7.345899999999999
5.0;1.0;2.0359000000000003
5.0;2.0;2.8289
5.0;3.0;3.153
5.0;4.0;1.1351
5.0;5.0;0.0
5.0;6.0;1.9617
5.0;7.0;2.8371999999999997
5.0;8.0;3.3508
5.0;9.0;4.230899999999999
5.0;10.0;3.664
5.0;11.0;3.6401
5.0;12.0;1.5169000000000001
5.0;13.0;4.7585
5.0;14.0;4.7965
5.0;15.0;2.5816999999999997
5.0;16.0;4.1722
5.0;17.0;4.0563
5.0;18.0;1.8113
5.0;19.0;4.1297
5.0;20.0;3.3630999999999998
6.0;0.0;6.528
6.0;1.0;2.1847
6.0;2.0;2.8691
6.0;3.0;3.1933000000000002
6.0;4.0;2.4360999999999997
6.0;5.0;2.0622
6.0;6.0;0.0
6.0;7.0;0.9152
6.0;8.0;2.4204
6.0;9.0;4.271100000000001
6.0;10.0;2.3202
6.0;11.0;1.7181
6.0;12.0;1.2694
6.0;13.0;4.649100000000001
6.0;14.0;4.6871
6.0;15.0;1.3802
6.0;16.0;2.2502
6.0;17.0;2.1343
6.0;18.0;1.5637
6.0;19.0;2.2077
6.0;20.0;4.9927
7.0;0.0;7.589
7.0;1.0;2.1946
7.0;2.0;3.1841
7.0;3.0;2.2106
7.0;4.0;2.7511
7.0;5.0;3.0194
7.0;6.0;1.0194
7.0;7.0;0.0
7.0;8.0;1.6763
7.0;9.0;3.5521
7.0;10.0;1.8789
7.0;11.0;1.2769000000000001
7.0;12.0;2.2265
7.0;13.0;3.7248
7.0;14.0;3.7628000000000004
7.0;15.0;2.6092
7.0;16.0;1.8089000000000002
7.0;17.0;1.5471
7.0;18.0;2.5209
7.0;19.0;1.6205
7.0;20.0;5.3516
8.0;0.0;8.335899999999999
8.0;1.0;2.5686999999999998
8.0;2.0;3.5583
8.0;3.0;2.8084000000000002
8.0;4.0;3.1252
8.0;5.0;3.4071
8.0;6.0;2.1208
8.0;7.0;1.2655
8.0;8.0;0.0
8.0;9.0;2.8116999999999996
8.0;10.0;0.455
8.0;11.0;0.7517
8.0;12.0;3.3279
8.0;13.0;2.9844
8.0;14.0;3.0224
8.0;15.0;3.3562
8.0;16.0;1.0069
8.0;17.0;2.104
8.0;18.0;3.6223
8.0;19.0;2.1773000000000002
8.0;20.0;5.7258000000000004
9.0;0.0;10.513200000000001
9.0;1.0;2.7553
9.0;2.0;2.0166
9.0;3.0;1.6176
9.0;4.0;3.2468000000000004
9.0;5.0;3.792
9.0;6.0;4.298100000000001
9.0;7.0;3.4428
9.0;8.0;2.3190999999999997
9.0;9.0;0.0
9.0;10.0;2.6323000000000003
9.0;11.0;2.929
9.0;12.0;4.7652
9.0;13.0;1.13
9.0;14.0;1.168
9.0;15.0;4.876
9.0;16.0;3.1841999999999997
9.0;17.0;4.2813
9.0;18.0;5.0595
9.0;19.0;4.3546000000000005
9.0;20.0;5.0247
10.0;0.0;8.0444
10.0;1.0;2.9246999999999996
10.0;2.0;3.9141999999999997
10.0;3.0;3.5868
10.0;4.0;3.4812
10.0;5.0;3.8293000000000004
10.0;6.0;1.8293
10.0;7.0;0.974
10.0;8.0;0.8232999999999999
10.0;9.0;2.9941999999999998
10.0;10.0;0.0
10.0;11.0;0.4602
10.0;12.0;3.0364
10.0;13.0;3.1669
10.0;14.0;3.2049000000000003
10.0;15.0;3.0646999999999998
10.0;16.0;0.7153999999999999
10.0;17.0;1.8125
10.0;18.0;3.3308
10.0;19.0;1.8858
10.0;20.0;8.472
11.0;0.0;8.0209
11.0;1.0;3.0412
11.0;2.0;4.0308
11.0;3.0;3.7033
11.0;4.0;3.5976999999999997
11.0;5.0;3.8058
11.0;6.0;1.8057
11.0;7.0;0.9505
11.0;8.0;1.0548
11.0;9.0;3.1107
11.0;10.0;0.9546
11.0;11.0;0.0
11.0;12.0;3.0129
11.0;13.0;3.2834
11.0;14.0;3.3214
11.0;15.0;3.0410999999999997
11.0;16.0;0.8846
11.0;17.0;1.3637000000000001
11.0;18.0;3.3072
11.0;19.0;1.4370999999999998
11.0;20.0;8.4485
12.0;0.0;5.8813
12.0;1.0;2.6564
12.0;2.0;3.3408
12.0;3.0;3.665
12.0;4.0;2.0648
12.0;5.0;1.5223
12.0;6.0;1.2838
12.0;7.0;2.1594
12.0;8.0;3.6367
12.0;9.0;4.7428
12.0;10.0;3.5643000000000002
12.0;11.0;2.9623000000000004
12.0;12.0;0.0
12.0;13.0;5.2703999999999995
12.0;14.0;5.3084
12.0;15.0;2.4566999999999997
12.0;16.0;3.4944
12.0;17.0;3.3785
12.0;18.0;0.3467
12.0;19.0;3.822
12.0;20.0;3.7756
13.0;0.0;10.506
13.0;1.0;3.1081
13.0;2.0;2.3694
13.0;3.0;1.9704000000000002
13.0;4.0;3.5997
13.0;5.0;4.1448
13.0;6.0;4.2909
13.0;7.0;3.4356
13.0;8.0;2.3119
