from_location;to_location;dist
0.0;0.0;0.0
0.0;1.0;9.453100000000001
0.0;2.0;8.1401
0.0;3.0;8.8245
0.0;4.0;9.148700000000002
0.0;5.0;7.7106
0.0;6.0;7.1682
0.0;7.0;6.767600000000001
0.0;8.0;5.1899
0.0;9.0;6.6951
0.0;10.0;8.751100000000001
0.0;11.0;6.5949
1.0;0.0;11.030299999999999
1.0;1.0;0.0
1.0;2.0;3.6324
1.0;3.0;2.8937
1.0;4.0;2.4947
1.0;5.0;4.1239
1.0;6.0;4.6691
1.0;7.0;4.8152
1.0;8.0;3.9599
1.0;9.0;2.8362
1.0;10.0;1.9021
1.0;11.0;3.1494
2.0;0.0;8.1605
2.0;1.0;3.6218000000000004
2.0;2.0;0.0
2.0;3.0;1.1628
2.0;4.0;1.487
2.0;5.0;1.3836
2.0;6.0;1.9287
2.0;7.0;2.3926999999999996
2.0;8.0;2.9663000000000004
2.0;9.0;3.0998
2.0;10.0;2.5648
2.0;11.0;3.413
3.0;0.0;9.4089
3.0;1.0;3.0286999999999997
3.0;2.0;2.1404
3.0;3.0;0.0
3.0;4.0;1.0027000000000001
3.0;5.0;2.632
3.0;6.0;3.1771
3.0;7.0;3.6411
3.0;8.0;3.045
3.0;9.0;3.6884
3.0;10.0;1.9717
3.0;11.0;4.0016
4.0;0.0;9.4021
4.0;1.0;2.8194
4.0;2.0;2.1336
4.0;3.0;1.3949
4.0;4.0;0.0
4.0;5.0;2.6252
4.0;6.0;3.1703
4.0;7.0;3.6343
4.0;8.0;2.8356999999999997
4.0;9.0;3.6761999999999997
4.0;10.0;1.472
4.0;11.0;3.9894000000000003
5.0;0.0;8.1625
5.0;1.0;4.2595
5.0;2.0;1.3297999999999999
5.0;3.0;1.8005
5.0;4.0;2.1247
5.0;5.0;0.0
5.0;6.0;0.9741000000000001
5.0;7.0;2.3946
5.0;8.0;2.9682
5.0;9.0;3.1016999999999997
5.0;10.0;3.2025
5.0;11.0;3.415
6.0;0.0;7.345899999999999
6.0;1.0;5.2878
6.0;2.0;2.0359000000000003
6.0;3.0;2.8289
6.0;4.0;3.153
6.0;5.0;1.1351
6.0;6.0;0.0
6.0;7.0;1.9617
6.0;8.0;2.8371999999999997
6.0;9.0;3.3508
6.0;10.0;4.230899999999999
6.0;11.0;3.664
7.0;0.0;6.528
7.0;1.0;5.1784
7.0;2.0;2.1847
7.0;3.0;2.8691
7.0;4.0;3.1933000000000002
7.0;5.0;2.4360999999999997
7.0;6.0;2.0622
7.0;7.0;0.0
7.0;8.0;0.9152
7.0;9.0;2.4204
7.0;10.0;4.271100000000001
7.0;11.0;2.3202
8.0;0.0;7.589
8.0;1.0;4.2542
8.0;2.0;2.1946
8.0;3.0;3.1841
8.0;4.0;2.2106
8.0;5.0;2.7511
8.0;6.0;3.0194
8.0;7.0;1.0194
8.0;8.0;0.0
8.0;9.0;1.6763
8.0;10.0;3.5521
8.0;11.0;1.8789
9.0;0.0;8.335899999999999
9.0;1.0;3.5136999999999996
9.0;2.0;2.5686999999999998
9.0;3.0;3.5583
9.0;4.0;2.8084000000000002
9.0;5.0;3.1252
9.0;6.0;3.4071
9.0;7.0;2.1208
9.0;8.0;1.2655
9.0;9.0;0.0
9.0;10.0;2.8116999999999996
9.0;11.0;0.455
10.0;0.0;10.513200000000001
10.0;1.0;1.6594
10.0;2.0;2.7553
10.0;3.0;2.0166
10.0;4.0;1.6176
10.0;5.0;3.2468000000000004
10.0;6.0;3.792
10.0;7.0;4.298100000000001
10.0;8.0;3.4428
10.0;9.0;2.3190999999999997
10.0;10.0;0.0
10.0;11.0;2.6323000000000003
11.0;0.0;8.0444
11.0;1.0;3.6963000000000004
11.0;2.0;2.9246999999999996
11.0;3.0;3.9141999999999997
11.0;4.0;3.5868
11.0;5.0;3.4812
11.0;6.0;3.8293000000000004
11.0;7.0;1.8293
11.0;8.0;0.974
11.0;9.0;0.8232999999999999
11.0;10.0;2.9941999999999998
11.0;11.0;0.0
