index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;6;10;1;S
1;o;0;0;8;10;1;S
2;o;0;0;9;10;1;S
3;o;0;0;8;10;2;M
4;o;0;0;2;10;2;M
5;o;0;0;9;10;3;L
6;o;0;0;6;10;3;L
7;i;6;0;0;10;1;S
8;i;9;0;0;10;1;S
9;i;10;0;0;10;1;S
10;i;3;0;0;10;1;S
11;i;6;0;0;10;1;S
12;i;7;0;0;10;1;S
13;i;9;0;0;10;2;M
14;i;5;0;0;10;2;M
15;i;8;0;0;10;2;M
16;i;9;0;0;10;2;M
17;i;9;0;0;10;2;M
18;i;2;0;0;10;2;M
19;i;6;0;0;10;3;L
20;i;10;0;0;10;3;L
21;i;2;0;0;10;3;L
22;i;1;0;0;10;3;L
23;i;4;0;0;10;3;L
24;i;7;0;0;10;3;L
