index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;1;0;5;10;1;S
1;o;0;0;17;10;1;S
2;o;1;0;11;10;1;S
3;o;1;0;10;10;1;S
4;o;1;0;13;10;1;S
5;o;1;0;4;10;1;S
6;o;0;0;14;10;1;S
7;o;1;0;18;10;1;S
8;o;0;0;17;10;1;S
9;o;1;0;9;10;1;S
10;o;1;0;4;10;1;S
11;o;0;0;16;10;1;S
12;o;1;0;5;10;1;S
13;o;1;0;19;10;2;M
14;o;0;0;20;10;2;M
15;o;0;0;14;10;2;M
16;o;1;0;9;10;2;M
17;o;0;0;16;10;2;M
18;o;0;0;2;10;2;M
19;o;1;0;8;10;2;M
20;o;0;0;21;10;2;M
21;o;0;0;20;10;2;M
22;o;0;0;6;10;2;M
23;o;1;0;19;10;2;M
24;o;0;0;20;10;2;M
25;o;1;0;14;10;2;M
26;o;0;0;13;10;3;L
27;o;1;0;6;10;3;L
28;o;0;0;16;10;3;L
29;o;0;0;19;10;3;L
30;o;0;0;20;10;3;L
31;o;1;0;7;10;3;L
32;o;1;0;9;10;3;L
33;o;0;0;14;10;3;L
34;o;0;0;13;10;3;L
35;o;0;0;5;10;3;L
36;o;1;0;7;10;3;L
37;o;0;0;21;10;3;L
38;i;4;0;0;10;1;S
39;i;7;0;0;10;1;S
40;i;20;0;0;10;1;S
41;i;13;0;0;10;1;S
42;i;6;0;0;10;2;M
43;i;13;0;0;10;2;M
44;i;4;0;0;10;2;M
45;i;20;0;0;10;2;M
46;i;16;0;0;10;3;L
47;i;21;0;0;10;3;L
48;i;16;0;0;10;3;L
49;i;2;0;1;10;3;L
