index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;1;0;4;10;1;S
1;o;0;0;6;10;1;S
2;o;1;0;6;10;1;S
3;o;1;0;4;10;1;S
4;o;0;0;3;10;1;S
5;o;1;0;6;10;1;S
6;o;1;0;5;10;1;S
7;o;0;0;5;10;1;S
8;o;1;0;4;10;1;S
9;o;0;0;4;10;1;S
10;o;0;0;4;10;2;M
11;o;1;0;6;10;2;M
12;o;1;0;6;10;2;M
13;o;1;0;3;10;2;M
14;o;0;0;4;10;2;M
15;o;1;0;2;10;2;M
16;o;0;0;4;10;2;M
17;o;0;0;2;10;2;M
18;o;1;0;4;10;2;M
19;o;0;0;2;10;2;M
20;o;0;0;6;10;3;L
21;o;1;0;3;10;3;L
22;o;0;0;5;10;3;L
23;o;1;0;2;10;3;L
24;o;1;0;3;10;3;L
25;o;0;0;2;10;3;L
26;o;1;0;4;10;3;L
27;o;1;0;6;10;3;L
28;o;0;0;3;10;3;L
29;i;4;0;1;10;1;S
30;i;4;0;1;10;1;S
31;i;4;0;1;10;1;S
32;i;6;0;1;10;2;M
33;i;6;0;0;10;2;M
34;i;5;0;1;10;2;M
35;i;3;0;0;10;3;L
36;i;3;0;0;10;3;L
37;i;6;0;0;10;3;L
