index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;8;10;1;S
1;o;1;0;6;10;1;S
2;o;0;0;11;10;1;S
3;o;0;0;5;10;1;S
4;o;1;0;5;10;1;S
5;o;1;0;3;10;1;S
6;o;0;0;10;10;1;S
7;o;1;0;10;10;1;S
8;o;1;0;6;10;1;S
9;o;1;0;6;10;1;S
10;o;0;0;11;10;1;S
11;o;1;0;5;10;1;S
12;o;1;0;11;10;1;S
13;o;0;0;9;10;2;M
14;o;1;0;3;10;2;M
15;o;1;0;9;10;2;M
16;o;1;0;9;10;2;M
17;o;1;0;5;10;2;M
18;o;0;0;7;10;2;M
19;o;0;0;7;10;2;M
20;o;1;0;4;10;2;M
21;o;0;0;8;10;2;M
22;o;1;0;3;10;2;M
23;o;1;0;3;10;2;M
24;o;0;0;6;10;2;M
25;o;0;0;7;10;2;M
26;o;1;0;5;10;3;L
27;o;0;0;2;10;3;L
28;o;1;0;5;10;3;L
29;o;0;0;7;10;3;L
30;o;1;0;2;10;3;L
31;o;1;0;6;10;3;L
32;o;0;0;9;10;3;L
33;o;0;0;6;10;3;L
34;o;0;0;5;10;3;L
35;o;1;0;10;10;3;L
36;o;0;0;8;10;3;L
37;o;0;0;10;10;3;L
38;i;5;0;1;10;1;S
39;i;3;0;0;10;1;S
40;i;11;0;0;10;1;S
41;i;9;0;1;10;1;S
42;i;11;0;0;10;2;M
43;i;6;0;1;10;2;M
44;i;11;0;0;10;2;M
45;i;11;0;0;10;2;M
46;i;7;0;0;10;3;L
47;i;7;0;0;10;3;L
48;i;9;0;0;10;3;L
49;i;7;0;1;10;3;L
