index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;1;0;11;22;1;S
1;o;1;0;30;22;1;S
2;o;0;0;31;22;1;S
3;o;0;0;16;22;1;S
4;o;0;0;41;22;1;S
5;o;1;0;7;22;1;S
6;o;1;0;10;22;1;S
7;o;0;0;14;22;1;S
8;o;1;0;40;22;1;S
9;o;0;0;30;22;1;S
10;o;0;0;16;22;1;S
11;o;1;0;18;22;1;S
12;o;0;0;3;22;1;S
13;o;1;0;3;22;1;S
14;o;0;0;26;22;1;S
15;o;1;0;3;22;1;S
16;o;0;0;24;22;1;S
17;o;1;0;21;22;1;S
18;o;0;0;26;22;1;S
19;o;1;0;40;22;1;S
20;o;1;0;29;22;1;S
21;o;0;0;27;22;1;S
22;o;0;0;41;22;1;S
23;o;0;0;15;22;1;S
24;o;0;0;26;22;1;S
25;o;0;0;37;22;2;M
26;o;0;0;27;22;2;M
27;o;0;0;10;22;2;M
28;o;0;0;8;22;2;M
29;o;0;0;14;22;2;M
30;o;0;0;41;22;2;M
31;o;1;0;25;22;2;M
32;o;1;0;39;22;2;M
33;o;1;0;4;22;2;M
34;o;1;0;31;22;2;M
35;o;1;0;40;22;2;M
36;o;1;0;29;22;2;M
37;o;0;0;5;22;2;M
38;o;1;0;21;22;2;M
39;o;1;0;26;22;2;M
40;o;0;0;19;22;2;M
41;o;0;0;9;22;2;M
42;o;0;0;19;22;2;M
43;o;0;0;30;22;2;M
44;o;0;0;2;22;2;M
45;o;0;0;11;22;2;M
46;o;0;0;39;22;2;M
47;o;1;0;25;22;2;M
48;o;0;0;19;22;2;M
49;o;1;0;10;22;2;M
50;o;1;0;20;22;3;L
51;o;0;0;5;22;3;L
52;o;1;0;10;22;3;L
53;o;1;0;38;22;3;L
54;o;0;0;13;22;3;L
55;o;0;0;16;22;3;L
56;o;0;0;13;22;3;L
57;o;1;0;19;22;3;L
58;o;0;0;12;22;3;L
59;o;1;0;39;22;3;L
60;o;0;0;4;22;3;L
61;o;0;0;35;22;3;L
62;o;1;0;32;22;3;L
63;o;1;0;24;22;3;L
64;o;1;0;10;22;3;L
65;o;0;0;38;22;3;L
66;o;0;0;18;22;3;L
67;o;0;0;37;22;3;L
68;o;0;0;36;22;3;L
69;o;1;0;9;22;3;L
70;o;0;0;10;22;3;L
71;o;0;0;38;22;3;L
72;o;0;0;14;22;3;L
73;o;1;0;11;22;3;L
74;o;1;0;18;22;3;L
75;i;26;0;0;22;1;S
76;i;4;0;0;22;1;S
77;i;29;0;1;22;1;S
78;i;38;0;0;22;1;S
79;i;20;0;1;22;1;S
80;i;24;0;1;22;1;S
81;i;19;0;0;22;1;S
82;i;35;0;0;22;1;S
83;i;27;0;1;22;1;S
84;i;7;0;1;22;2;M
85;i;21;0;0;22;2;M
86;i;13;0;1;22;2;M
87;i;13;0;1;22;2;M
88;i;2;0;1;22;2;M
89;i;4;0;1;22;2;M
90;i;10;0;1;22;2;M
91;i;12;0;1;22;2;M
92;i;24;0;1;22;3;L
93;i;35;0;1;22;3;L
94;i;27;0;0;22;3;L
95;i;11;0;1;22;3;L
96;i;33;0;0;22;3;L
97;i;25;0;0;22;3;L
98;i;12;0;0;22;3;L
99;i;20;0;1;22;3;L
