index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;1;0;2;10;1;S
1;o;1;0;3;10;1;S
2;o;1;0;2;10;1;S
3;o;0;0;2;10;1;S
4;o;1;0;5;10;1;S
5;o;1;0;2;10;1;S
6;o;0;0;6;10;1;S
7;o;0;0;2;10;2;M
8;o;0;0;2;10;2;M
9;o;1;0;4;10;2;M
10;o;0;0;6;10;2;M
11;o;0;0;6;10;2;M
12;o;1;0;6;10;2;M
13;o;0;0;4;10;3;L
14;o;1;0;2;10;3;L
15;o;1;0;5;10;3;L
16;o;1;0;5;10;3;L
17;o;1;0;4;10;3;L
18;o;0;0;6;10;3;L
19;i;3;0;1;10;1;S
20;i;5;0;0;10;1;S
21;i;5;0;0;10;1;S
22;i;5;0;1;10;1;S
23;i;6;0;1;10;1;S
24;i;2;0;1;10;1;S
25;i;5;0;1;10;1;S
26;i;2;0;1;10;2;M
27;i;4;0;1;10;2;M
28;i;2;0;1;10;2;M
29;i;3;0;0;10;2;M
30;i;3;0;0;10;2;M
31;i;2;0;1;10;2;M
32;i;5;0;1;10;3;L
33;i;3;0;0;10;3;L
34;i;4;0;1;10;3;L
35;i;2;0;1;10;3;L
36;i;4;0;1;10;3;L
37;i;3;0;1;10;3;L
