index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;13;10;1;S
1;o;1;0;18;10;1;S
2;o;0;0;11;10;1;S
3;o;1;0;10;10;1;S
4;o;0;0;21;10;1;S
5;o;1;0;20;10;1;S
6;o;0;0;8;10;1;S
7;o;1;0;6;10;1;S
8;o;1;0;12;10;1;S
9;o;1;0;4;10;1;S
10;o;0;0;12;10;1;S
11;o;1;0;20;10;1;S
12;o;1;0;17;10;1;S
13;o;0;0;11;10;1;S
14;o;0;0;17;10;1;S
15;o;0;0;14;10;1;S
16;o;0;0;17;10;1;S
17;o;1;0;7;10;1;S
18;o;0;0;13;10;1;S
19;o;0;0;14;10;1;S
20;o;1;0;10;10;1;S
21;o;0;0;8;10;1;S
22;o;0;0;6;10;1;S
23;o;1;0;6;10;1;S
24;o;1;0;14;10;1;S
25;o;0;0;4;10;2;M
26;o;0;0;5;10;2;M
27;o;1;0;14;10;2;M
28;o;0;0;4;10;2;M
29;o;1;0;5;10;2;M
30;o;0;0;9;10;2;M
31;o;1;0;20;10;2;M
32;o;0;0;10;10;2;M
33;o;0;0;21;10;2;M
34;o;0;0;15;10;2;M
35;o;1;0;17;10;2;M
36;o;1;0;17;10;2;M
37;o;1;0;4;10;2;M
38;o;1;0;2;10;2;M
39;o;1;0;19;10;2;M
40;o;1;0;4;10;2;M
41;o;1;0;6;10;2;M
42;o;1;0;6;10;2;M
43;o;0;0;10;10;2;M
44;o;0;0;5;10;2;M
45;o;0;0;21;10;2;M
46;o;1;0;21;10;2;M
47;o;0;0;13;10;2;M
48;o;1;0;8;10;2;M
49;o;0;0;8;10;2;M
50;o;1;0;13;10;3;L
51;o;1;0;19;10;3;L
52;o;1;0;18;10;3;L
53;o;0;0;8;10;3;L
54;o;0;0;19;10;3;L
55;o;1;0;15;10;3;L
56;o;1;0;12;10;3;L
57;o;0;0;21;10;3;L
58;o;0;0;5;10;3;L
59;o;1;0;12;10;3;L
60;o;0;0;3;10;3;L
61;o;0;0;11;10;3;L
62;o;0;0;19;10;3;L
63;o;0;0;9;10;3;L
64;o;0;0;11;10;3;L
65;o;0;0;12;10;3;L
66;o;1;0;11;10;3;L
67;o;1;0;6;10;3;L
68;o;0;0;9;10;3;L
69;o;0;0;8;10;3;L
70;o;1;0;13;10;3;L
71;o;0;0;14;10;3;L
72;o;1;0;4;10;3;L
73;o;1;0;10;10;3;L
74;o;0;0;19;10;3;L
75;i;20;0;0;10;1;S
76;i;12;0;0;10;1;S
77;i;7;0;0;10;1;S
78;i;15;0;1;10;1;S
79;i;14;0;0;10;1;S
80;i;20;0;1;10;1;S
81;i;16;0;1;10;1;S
82;i;12;0;1;10;1;S
83;i;14;0;1;10;1;S
84;i;3;0;0;10;1;S
85;i;9;0;0;10;1;S
86;i;16;0;1;10;1;S
87;i;16;0;0;10;1;S
88;i;11;0;0;10;1;S
89;i;17;0;0;10;1;S
90;i;9;0;1;10;1;S
91;i;4;0;1;10;1;S
92;i;9;0;0;10;1;S
93;i;18;0;0;10;1;S
94;i;5;0;1;10;1;S
95;i;16;0;1;10;1;S
96;i;12;0;1;10;1;S
97;i;21;0;0;10;1;S
98;i;12;0;0;10;1;S
99;i;9;0;0;10;1;S
100;i;13;0;1;10;2;M
101;i;18;0;0;10;2;M
102;i;4;0;0;10;2;M
103;i;17;0;0;10;2;M
104;i;9;0;0;10;2;M
105;i;13;0;1;10;2;M
106;i;19;0;0;10;2;M
107;i;8;0;1;10;2;M
108;i;4;0;0;10;2;M
109;i;5;0;1;10;2;M
110;i;11;0;1;10;2;M
111;i;2;0;0;10;2;M
112;i;4;0;0;10;2;M
113;i;20;0;1;10;2;M
114;i;8;0;1;10;2;M
115;i;4;0;0;10;2;M
116;i;8;0;0;10;2;M
117;i;21;0;1;10;2;M
118;i;18;0;0;10;2;M
119;i;11;0;0;10;2;M
120;i;9;0;0;10;2;M
121;i;14;0;1;10;2;M
122;i;11;0;0;10;2;M
123;i;21;0;1;10;2;M
124;i;3;0;0;10;2;M
125;i;10;0;1;10;3;L
126;i;4;0;1;10;3;L
127;i;6;0;1;10;3;L
128;i;15;0;0;10;3;L
129;i;10;0;1;10;3;L
130;i;3;0;0;10;3;L
131;i;8;0;0;10;3;L
132;i;14;0;1;10;3;L
133;i;13;0;1;10;3;L
134;i;17;0;1;10;3;L
135;i;14;0;1;10;3;L
136;i;13;0;0;10;3;L
137;i;13;0;1;10;3;L
138;i;7;0;1;10;3;L
139;i;8;0;0;10;3;L
140;i;18;0;1;10;3;L
141;i;21;0;1;10;3;L
142;i;11;0;0;10;3;L
143;i;17;0;1;10;3;L
144;i;17;0;0;10;3;L
145;i;13;0;1;10;3;L
146;i;21;0;0;10;3;L
147;i;10;0;0;10;3;L
148;i;11;0;0;10;3;L
149;i;6;0;1;10;3;L
