index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;0;0;12;22;1;S
1;o;0;0;37;22;1;S
2;o;0;0;32;22;1;S
3;o;0;0;21;22;1;S
4;o;0;0;23;22;1;S
5;o;0;0;9;22;1;S
6;o;0;0;16;22;1;S
7;o;0;0;40;22;1;S
8;o;0;0;27;22;1;S
9;o;0;0;5;22;1;S
10;o;0;0;11;22;1;S
11;o;0;0;12;22;1;S
12;o;0;0;7;22;1;S
13;o;0;0;26;22;1;S
14;o;0;0;23;22;1;S
15;o;0;0;28;22;1;S
16;o;0;0;23;22;1;S
17;o;0;0;24;22;1;S
18;o;0;0;26;22;1;S
19;o;0;0;15;22;1;S
20;o;0;0;26;22;1;S
21;o;0;0;17;22;1;S
22;o;0;0;8;22;1;S
23;o;0;0;24;22;1;S
24;o;0;0;20;22;1;S
25;o;0;0;13;22;2;M
26;o;0;0;33;22;2;M
27;o;0;0;38;22;2;M
28;o;0;0;8;22;2;M
29;o;0;0;27;22;2;M
30;o;0;0;22;22;2;M
31;o;0;0;3;22;2;M
32;o;0;0;37;22;2;M
33;o;0;0;27;22;2;M
34;o;0;0;5;22;2;M
35;o;0;0;6;22;2;M
36;o;0;0;28;22;2;M
37;o;0;0;35;22;2;M
38;o;0;0;12;22;2;M
39;o;0;0;30;22;2;M
40;o;0;0;9;22;2;M
41;o;0;0;19;22;2;M
42;o;0;0;30;22;2;M
43;o;0;0;6;22;2;M
44;o;0;0;23;22;2;M
45;o;0;0;15;22;2;M
46;o;0;0;20;22;2;M
47;o;0;0;20;22;2;M
48;o;0;0;30;22;2;M
49;o;0;0;26;22;2;M
50;o;0;0;17;22;3;L
51;o;0;0;30;22;3;L
52;o;0;0;37;22;3;L
53;o;0;0;16;22;3;L
54;o;0;0;39;22;3;L
55;o;0;0;2;22;3;L
56;o;0;0;21;22;3;L
57;o;0;0;31;22;3;L
58;o;0;0;5;22;3;L
59;o;0;0;39;22;3;L
60;o;0;0;22;22;3;L
61;o;0;0;30;22;3;L
62;o;0;0;4;22;3;L
63;o;0;0;27;22;3;L
64;o;0;0;14;22;3;L
65;o;0;0;20;22;3;L
66;o;0;0;13;22;3;L
67;o;0;0;9;22;3;L
68;o;0;0;8;22;3;L
69;o;0;0;32;22;3;L
70;o;0;0;21;22;3;L
71;o;0;0;13;22;3;L
72;o;0;0;31;22;3;L
73;o;0;0;11;22;3;L
