index;type;loc_origin;time_origin;loc_destination;time_destination;volume;size
0;o;1;0;3;22;1;S
1;o;0;0;3;22;1;S
2;o;0;0;3;22;1;S
3;o;1;0;4;22;1;S
4;o;0;0;2;22;2;M
5;o;0;0;3;22;2;M
6;o;1;0;4;22;2;M
7;o;0;0;5;22;3;L
8;o;1;0;3;22;3;L
9;o;1;0;6;22;3;L
10;i;5;0;1;22;1;S
11;i;6;0;1;22;1;S
12;i;4;0;1;22;1;S
13;i;5;0;1;22;1;S
14;i;3;0;0;22;1;S
15;i;5;0;1;22;1;S
16;i;2;0;1;22;1;S
17;i;6;0;0;22;1;S
18;i;2;0;0;22;1;S
19;i;5;0;1;22;1;S
20;i;3;0;0;22;2;M
21;i;4;0;1;22;2;M
22;i;3;0;0;22;2;M
23;i;2;0;1;22;2;M
24;i;3;0;1;22;2;M
25;i;3;0;1;22;2;M
26;i;5;0;0;22;2;M
27;i;4;0;1;22;2;M
28;i;2;0;1;22;2;M
29;i;4;0;1;22;3;L
30;i;2;0;0;22;3;L
31;i;2;0;1;22;3;L
32;i;3;0;0;22;3;L
33;i;4;0;1;22;3;L
34;i;2;0;1;22;3;L
35;i;3;0;1;22;3;L
36;i;2;0;1;22;3;L
37;i;4;0;0;22;3;L
